Ticker,Description,Sector,Industry,Market Capitalization
RCRT,"Recruiter.com Group, Inc.",Commercial Services,Personnel Services,51632654.00000001
MAN,ManpowerGroup,Commercial Services,Personnel Services,5950430783
CCRN,"Cross Country Healthcare, Inc.",Commercial Services,Personnel Services,812898553.9999999
KFRC,"Kforce, Inc.",Commercial Services,Personnel Services,1345982494
ASGN,ASGN Incorporated,Commercial Services,Personnel Services,6113653160.000001
BGSF,"BGSF, Inc.",Commercial Services,Personnel Services,133532517.00000001
VOLT,"Volt Information Sciences, Inc.",Commercial Services,Personnel Services,83901252
RHI,Robert Half International Inc.,Commercial Services,Personnel Services,11550829671
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,Commercial Services,Personnel Services,5447009808
TSRI,"TSR, Inc.",Commercial Services,Personnel Services,20640697
KELYA,"Kelly Services, Inc.",Commercial Services,Personnel Services,760308124.0000001
HSII,"Heidrick & Struggles International, Inc.",Commercial Services,Personnel Services,858899557.9999999
STAF,"Staffing 360 Solutions, Inc.",Commercial Services,Personnel Services,26449172.00000001
PRFT,"Perficient, Inc.",Commercial Services,Personnel Services,4052524427
DLHC,DLH Holdings Corp.,Commercial Services,Personnel Services,165216421
PIXY,"ShiftPixy, Inc.",Commercial Services,Personnel Services,32445803
CPHI,"China Pharma Holdings, Inc.",Health Technology,Pharmaceuticals: Generic,25297934.00000001
TARO,Taro Pharmaceutical Industries Ltd.,Health Technology,Pharmaceuticals: Generic,2415793330.9999995
ZTS,Zoetis Inc.,Health Technology,Pharmaceuticals: Generic,97030590632.00002
ABEO,Abeona Therapeutics Inc.,Health Technology,Pharmaceuticals: Generic,119447869.99999999
JAGX,"Jaguar Health, Inc.",Health Technology,Pharmaceuticals: Generic,107289624
TXMD,"TherapeuticsMD, Inc.",Health Technology,Pharmaceuticals: Generic,303878243.99999994
COCP,"Cocrystal Pharma, Inc.",Health Technology,Pharmaceuticals: Generic,100392818
ACUR,"Acura Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Generic,32544521.00000001
LFVN,Lifevantage Corporation,Health Technology,Pharmaceuticals: Generic,94167745
ELTP,"Elite Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Generic,45806016.99999999
CGEM,"Cullinan Oncology, Inc.",Health Technology,Pharmaceuticals: Major,1003624157.9999998
OPK,"Opko Health, Inc.",Health Technology,Pharmaceuticals: Major,2554359741
CRXT,"Clarus Therapeutics Holdings, Inc.",Health Technology,Pharmaceuticals: Major,137375383
INZY,"Inozyme Pharma, Inc.",Health Technology,Pharmaceuticals: Major,309966971
TPST,"Tempest Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,97532177
ASND,Ascendis Pharma A/S,Health Technology,Pharmaceuticals: Major,9311262360
ADMP,Adamis Pharmaceuticals Corporation,Health Technology,Pharmaceuticals: Major,154845594
NPTX,Neuropathix Inc.,Health Technology,Pharmaceuticals: Major,4398922
KALA,"Kala Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,192314458
ANGN,Angion Biomedica Corp.,Health Technology,Pharmaceuticals: Major,300367859
BMEA,"Biomea Fusion, Inc.",Health Technology,Pharmaceuticals: Major,304482697
PRVB,"Provention Bio, Inc.",Health Technology,Pharmaceuticals: Major,418273257
IMAB,I-MAB,Health Technology,Pharmaceuticals: Major,5233459126
ALNA,"Allena Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,73440961
GRTS,"Gritstone bio, Inc.",Health Technology,Pharmaceuticals: Major,561231333
RGC,Regencell Bioscience Holdings Limited,Health Technology,Pharmaceuticals: Major,226665005
KRON,"Kronos Bio, Inc.",Health Technology,Pharmaceuticals: Major,1359663741
BTX,"Brooklyn ImmunoTherapeutics, Inc.",Health Technology,Pharmaceuticals: Major,490396719.00000006
NXEN,"Nexien BioPharma, Inc.",Health Technology,Pharmaceuticals: Major,4969236
ATNF,180 Life Sciences Corp.,Health Technology,Pharmaceuticals: Major,187060018.00000003
OSMT,Osmotica Pharmaceuticals plc,Health Technology,Pharmaceuticals: Major,181109296.99999997
MBRX,"Moleculin Biotech, Inc.",Health Technology,Pharmaceuticals: Major,84514554
ACXP,"Acurx Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,
VTRS,Viatris Inc.,Health Technology,Pharmaceuticals: Major,16180307394
DARE,"Dare Bioscience, Inc.",Health Technology,Pharmaceuticals: Major,122003027.00000001
TKNO,"Alpha Teknova, Inc.",Health Technology,Pharmaceuticals: Major,643993968
OLMA,"Olema Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,1126211633
KALV,"KalVista Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,453322364
VACC,Vaccitech plc,Health Technology,Pharmaceuticals: Major,532774161.00000006
VERU,Veru Inc.,Health Technology,Pharmaceuticals: Major,724273508
GBIO,Generation Bio Co.,Health Technology,Pharmaceuticals: Major,1442794688
ELDN,"Eledon Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,95138984
LTRN,Lantern Pharma Inc.,Health Technology,Pharmaceuticals: Major,136109757
CRNX,"Crinetics Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,809836853
KNTE,Kinnate Biopharma Inc.,Health Technology,Pharmaceuticals: Major,990134980.0000002
ARQT,"Arcutis Biotherapeutics, Inc.",Health Technology,Pharmaceuticals: Major,1164604725
FUSN,Fusion Pharmaceuticals Inc.,Health Technology,Pharmaceuticals: Major,359644032
SCPH,scPharmaceuticals Inc.,Health Technology,Pharmaceuticals: Major,186290637
IGMS,"IGM Biosciences, Inc.",Health Technology,Pharmaceuticals: Major,2319699277.9999995
YMTX,"Yumanity Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,108113146
VIRI,"Virios Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,43318026.00000001
JNJ,Johnson & Johnson,Health Technology,Pharmaceuticals: Major,432674732212
HOTH,"Hoth Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,29364561
TRVI,"Trevi Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,31101884
TYME,"Tyme Technologies, Inc.",Health Technology,Pharmaceuticals: Major,185983453
VRPX,"Virpax Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,55061346
ADCT,ADC Therapeutics SA,Health Technology,Pharmaceuticals: Major,2170599487.9999995
ANVS,"Annovis Bio, Inc.",Health Technology,Pharmaceuticals: Major,279388663
RLMD,"Relmada Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,508463906
EMMA,"Emmaus Life Sciences, Inc.",Health Technology,Pharmaceuticals: Major,83830169
ABOS,"Acumen Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,653154887.0000001
ARCT,Arcturus Therapeutics Holdings Inc.,Health Technology,Pharmaceuticals: Major,1335045998
GHRS,GH Research PLC,Health Technology,Pharmaceuticals: Major,1004439999.9999998
ETON,"Eton Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,123246887.00000001
NRXP,"NRX Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,506546720
TTNP,"Titan Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,19333574
BBI,"Brickell Biotech, Inc.",Health Technology,Pharmaceuticals: Major,63147852
PHVS,Pharvaris N.V.,Health Technology,Pharmaceuticals: Major,614535383.0000001
TALS,"Talaris Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,611919068
ADIL,"Adial Pharmaceuticals, Inc",Health Technology,Pharmaceuticals: Major,93980468.00000001
DAWN,"Day One Biopharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,1462142217
TMBR,"Timber Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,32638115
TLGT,"Teligent, Inc.",Health Technology,Pharmaceuticals: Major,35214957
CKPT,"Checkpoint Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,278840107.99999994
BXRX,"Baudax Bio, Inc.",Health Technology,Pharmaceuticals: Major,51069570
APRE,"Aprea Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,96188191.99999999
LQDA,Liquidia Corporation,Health Technology,Pharmaceuticals: Major,149168393.00000003
INBP,"Integrated BioPharma, Inc.",Health Technology,Pharmaceuticals: Major,31311291.00000001
CNSP,"CNS Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,40916496
NKTR,Nektar Therapeutics,Health Technology,Pharmaceuticals: Major,3402164648
MITI,MITESCO INC.,Health Technology,Pharmaceuticals: Major,59333779.99999999
PPCB,"Propanc Biopharma, Inc.",Health Technology,Pharmaceuticals: Major,148581
BYSI,"BeyondSpring, Inc.",Health Technology,Pharmaceuticals: Major,603547666
BVXV,BiondVax Pharmaceuticals Ltd.,Health Technology,Pharmaceuticals: Major,32104006
GRTX,"Galera Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,200012737
HROW,"Harrow Health, Inc.",Health Technology,Pharmaceuticals: Major,255223068
LOGC,"LogicBio Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,164102798.00000003
NAVB,"Navidea Biopharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,51277517.00000001
QLI,Qilian International Holding Group Ltd.,Health Technology,Pharmaceuticals: Major,144072508
FULC,"Fulcrum Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,1079016321
QTRX,Quanterix Corporation,Health Technology,Pharmaceuticals: Major,1935345278
CMXC,Cell MedX Corp.,Health Technology,Pharmaceuticals: Major,12584612
PKTX,"ProtoKinetix, Inc.",Health Technology,Pharmaceuticals: Major,38121094
MBIO,"Mustang Bio, Inc.",Health Technology,Pharmaceuticals: Major,247700733
ALGS,"Aligos Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,669810210.9999999
PDSB,PDS Biotechnology Corporation,Health Technology,Pharmaceuticals: Major,470698926
PHAS,"PhaseBio Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,145568726
HOWL,"Werewolf Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,487948806.99999994
ANNX,"Annexon, Inc.",Health Technology,Pharmaceuticals: Major,803061279
AKRO,"Akero Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,827272698
XOMA,XOMA Corporation,Health Technology,Pharmaceuticals: Major,277012060
IMPL,"Impel NeuroPharma, Inc.",Health Technology,Pharmaceuticals: Major,293300326
MIRM,"Mirum Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,564237743
SKYE,Skye Bioscience Inc.,Health Technology,Pharmaceuticals: Major,48066892.99999999
RNXT,"RenovoRx, Inc.",Health Technology,Pharmaceuticals: Major,58816327.00000001
GOSS,"Gossamer Bio, Inc.",Health Technology,Pharmaceuticals: Major,902043196
PRFX,PainReform Ltd.,Health Technology,Pharmaceuticals: Major,30690267
ERAS,"Erasca, Inc.",Health Technology,Pharmaceuticals: Major,2332270154
GTHX,"G1 Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,639459879
PRAX,"Praxis Precision Medicines, Inc.",Health Technology,Pharmaceuticals: Major,893356522
EDSA,"Edesa Biotech, Inc.",Health Technology,Pharmaceuticals: Major,108032801
KLDO,"Kaleido Biosciences, Inc.",Health Technology,Pharmaceuticals: Major,235879493
GMDA,Gamida Cell Ltd.,Health Technology,Pharmaceuticals: Major,239456902.00000003
BMY,Bristol-Myers Squibb Company,Health Technology,Pharmaceuticals: Major,133837896617
APM,Aptorum Group Limited,Health Technology,Pharmaceuticals: Major,94717623
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Technology,Pharmaceuticals: Major,8723216358
ANEB,"Anebulo Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,159910277
OCUL,"Ocular Therapeutix, Inc.",Health Technology,Pharmaceuticals: Major,803354934.0000001
TPTX,"Turning Point Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,3679411334
PNT,POINT Biopharma Global Inc.,Health Technology,Pharmaceuticals: Major,774146238
TARS,"Tarsus Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,468678110
CNTA,Centessa Pharmaceuticals plc,Health Technology,Pharmaceuticals: Major,1699098985
RPRX,Royalty Pharma plc,Health Technology,Pharmaceuticals: Major,22526076189
EOLS,"Evolus, Inc. Common Stock",Health Technology,Pharmaceuticals: Major,429514346
CVAC,CureVac N.V.,Health Technology,Pharmaceuticals: Major,10808198414
CRVS,"Corvus Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,288463907
IMRA,IMARA Inc.,Health Technology,Pharmaceuticals: Major,110238523
GNPX,"Genprex, Inc.",Health Technology,Pharmaceuticals: Major,132602713
SLGL,Sol-Gel Technologies Ltd.,Health Technology,Pharmaceuticals: Major,214393156.99999997
OBSV,ObsEva SA,Health Technology,Pharmaceuticals: Major,268444478
LYRA,"Lyra Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,120975289
EBS,"Emergent Biosolutions, Inc.",Health Technology,Pharmaceuticals: Major,2813381179
IMUX,"Immunic, Inc.",Health Technology,Pharmaceuticals: Major,242019836.99999997
ATAI,ATAI Life Sciences N.V.,Health Technology,Pharmaceuticals: Major,2477116455
PAHC,Phibro Animal Health Corporation,Health Technology,Pharmaceuticals: Major,874472903
VRCA,Verrica Pharmaceuticals Inc.,Health Technology,Pharmaceuticals: Major,316694443.99999994
ACER,Acer Therapeutics Inc.,Health Technology,Pharmaceuticals: Major,36634225
LCI,Lannett Co Inc,Health Technology,Pharmaceuticals: Major,130210232.99999999
TARA,"Protara Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,81346691
KROS,"Keros Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,770149446
ACIU,AC Immune SA,Health Technology,Pharmaceuticals: Major,502029846.00000006
PTPI,"Petros Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,19161867
OGN,Organon & Co.,Health Technology,Pharmaceuticals: Major,8541932182
VTVT,vTv Therapeutics Inc.,Health Technology,Pharmaceuticals: Major,152417393
MRK,"Merck & Company, Inc.",Health Technology,Pharmaceuticals: Major,186334497324
AGE,"AgeX Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,36799021.00000001
ATNX,"Athenex, Inc.",Health Technology,Pharmaceuticals: Major,351970924.00000006
NBSE,"NeuBase Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,129885806
ETNB,"89bio, Inc.",Health Technology,Pharmaceuticals: Major,396131722
NRIX,"Nurix Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,1459422184
LEGN,Legend Biotech Corporation,Health Technology,Pharmaceuticals: Major,6830503176
MDWD,MediWound Ltd.,Health Technology,Pharmaceuticals: Major,95086551
ALRN,"Aileron Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,99609185.00000001
CLSD,"Clearside Biomedical, Inc.",Health Technology,Pharmaceuticals: Major,406840231.00000006
ACHL,Achilles Therapeutics plc,Health Technology,Pharmaceuticals: Major,282194241
SWTX,"SpringWorks Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,3375087571.0000005
GRAY,"Graybug Vision, Inc.",Health Technology,Pharmaceuticals: Major,77689068
YMAB,"Y-mAbs Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,1250658500
CMPX,"Compass Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,215931000
ALLK,Allakos Inc.,Health Technology,Pharmaceuticals: Major,5840796975
OVID,Ovid Therapeutics Inc.,Health Technology,Pharmaceuticals: Major,234365374
CLNN,Clene Inc.,Health Technology,Pharmaceuticals: Major,435363711.00000006
TNYA,"Tenaya Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,776060216.0000001
ASRT,"Assertio Holdings, Inc.",Health Technology,Pharmaceuticals: Major,41824406
VYNE,VYNE Therapeutics Inc.,Health Technology,Pharmaceuticals: Major,76752649
AQST,"Aquestive Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,168378383.00000003
KTTA,Pasithea Therapeutics Corp.,Health Technology,Pharmaceuticals: Major,
ODT,"Odonate Therapeutics, Inc.",Health Technology,Pharmaceuticals: Major,117038583.99999999
EVLO,"Evelo Biosciences, Inc.",Health Technology,Pharmaceuticals: Major,387137621.00000006
SXTC,"China SXT Pharmaceuticals, Inc.",Health Technology,Pharmaceuticals: Major,16767102
